air={time=31/08/2023 21:56:00, station=1, temperature=26.4, moisture=98.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=193, pm25=1.4, pm10=5.9, co=2, nox=0, so2=0}, water={time=31/08/2023 21:56:00, station=2, ph=8.5, DO=3.8, temperature=27.7, salinity=116.2}, earth={time=31/08/2023 21:56:00, station=3, temperature=28.7, moisture=27.2, ph=10.9, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 22:08:00, station=1, temperature=26.9, moisture=96.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=94, pm25=1.6, pm10=3.7, co=2, nox=0, so2=0}, water={time=24/08/2023 22:08:00, station=2, ph=8.4, DO=3.7, temperature=29.1, salinity=115.1}, earth={time=24/08/2023 22:08:00, station=3, temperature=27.1, moisture=27.5, ph=13.2, salinity=8.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 21:44:00, station=1, temperature=26.9, moisture=96.4, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=91, pm25=1.8, pm10=5.0, co=2, nox=0, so2=0}, water={time=24/08/2023 21:44:00, station=2, ph=8.4, DO=3.8, temperature=29.2, salinity=114.9}, earth={time=24/08/2023 21:44:00, station=3, temperature=27.0, moisture=27.5, ph=13.1, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 18:50:00, station=1, temperature=27.1, moisture=95.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=107, pm25=1.6, pm10=5.2, co=2, nox=0, so2=0}, water={time=24/08/2023 18:50:00, station=2, ph=8.4, DO=3.7, temperature=30.1, salinity=115.1}, earth={time=24/08/2023 18:50:00, station=3, temperature=27.1, moisture=27.8, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 13:06:00, station=1, temperature=35.4, moisture=66.9, light=2603, total_rainfall=3176.4, rainfall=0, wind_direction=192, pm25=1.2, pm10=4.0, co=6, nox=0, so2=0}, water={time=24/08/2023 13:06:00, station=2, ph=8.3, DO=3.6, temperature=30.3, salinity=115.1}, earth={time=24/08/2023 13:06:00, station=3, temperature=27.3, moisture=28.5, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 12:59:00, station=1, temperature=36.0, moisture=67.1, light=1308, total_rainfall=3176.4, rainfall=0, wind_direction=133, pm25=1.3, pm10=2.4, co=6, nox=0, so2=0}, water={time=24/08/2023 12:59:00, station=2, ph=8.3, DO=3.6, temperature=30.3, salinity=115.0}, earth={time=24/08/2023 12:59:00, station=3, temperature=27.3, moisture=28.5, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 12:16:00, station=1, temperature=35.4, moisture=67.6, light=2684, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=0.6, pm10=0.9, co=6, nox=0, so2=0}, water={time=24/08/2023 12:16:00, station=2, ph=8.3, DO=3.6, temperature=27.5, salinity=114.9}, earth={time=24/08/2023 12:16:00, station=3, temperature=27.3, moisture=28.5, ph=13.0, salinity=8.5, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 10:50:00, station=1, temperature=36.8, moisture=63.3, light=1161, total_rainfall=3176.4, rainfall=0, wind_direction=214, pm25=1.7, pm10=4.4, co=5, nox=0, so2=0}, water={time=24/08/2023 10:50:00, station=2, ph=8.3, DO=3.7, temperature=29.2, salinity=113.7}, earth={time=24/08/2023 10:50:00, station=3, temperature=27.4, moisture=28.3, ph=12.2, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=24/08/2023 10:20:00, station=1, temperature=36.9, moisture=64.3, light=1241, total_rainfall=3176.4, rainfall=0, wind_direction=129, pm25=0.8, pm10=1.5, co=5, nox=0, so2=0}, water={time=24/08/2023 10:20:00, station=2, ph=8.3, DO=3.8, temperature=28.9, salinity=113.6}, earth={time=24/08/2023 10:20:00, station=3, temperature=27.4, moisture=28.2, ph=11.8, salinity=7.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 03:51:00, station=1, temperature=25.7, moisture=99.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=220, pm25=2.1, pm10=5.1, co=1, nox=0, so2=0}, water={time=24/08/2023 03:51:00, station=2, ph=8.4, DO=3.8, temperature=27.9, salinity=114.0}, earth={time=24/08/2023 03:51:00, station=3, temperature=27.4, moisture=27.0, ph=12.2, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 03:26:00, station=1, temperature=25.7, moisture=99.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=111, pm25=1.4, pm10=3.4, co=1, nox=0, so2=0}, water={time=24/08/2023 03:26:00, station=2, ph=8.4, DO=3.9, temperature=28.0, salinity=114.4}, earth={time=24/08/2023 03:26:00, station=3, temperature=27.5, moisture=27.0, ph=12.5, salinity=8.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=24/08/2023 01:38:00, station=1, temperature=25.4, moisture=99.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=106, pm25=1.0, pm10=1.7, co=2, nox=0, so2=0}, water={time=24/08/2023 01:38:00, station=2, ph=8.4, DO=3.8, temperature=28.5, salinity=115.3}, earth={time=24/08/2023 01:38:00, station=3, temperature=25.2, moisture=28.0, ph=12.5, salinity=8.3, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 21:55:00, station=1, temperature=26.6, moisture=95.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=176, pm25=0.9, pm10=1.5, co=2, nox=0, so2=0}, water={time=23/08/2023 21:55:00, station=2, ph=8.4, DO=3.8, temperature=29.6, salinity=114.5}, earth={time=23/08/2023 21:55:00, station=3, temperature=27.5, moisture=27.5, ph=12.4, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 21:39:00, station=1, temperature=26.7, moisture=94.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=185, pm25=0.8, pm10=1.8, co=2, nox=0, so2=0}, water={time=23/08/2023 21:39:00, station=2, ph=8.4, DO=3.8, temperature=29.7, salinity=114.7}, earth={time=23/08/2023 21:39:00, station=3, temperature=25.3, moisture=28.2, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 21:22:00, station=1, temperature=26.8, moisture=94.4, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=88, pm25=0.9, pm10=4.1, co=2, nox=0, so2=0}, water={time=23/08/2023 21:22:00, station=2, ph=8.4, DO=3.8, temperature=29.8, salinity=114.8}, earth={time=23/08/2023 21:22:00, station=3, temperature=27.5, moisture=27.5, ph=12.4, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 17:26:00, station=1, temperature=29.8, moisture=82.1, light=106, total_rainfall=3176.4, rainfall=0, wind_direction=136, pm25=1.0, pm10=2.8, co=4, nox=0, so2=0}, water={time=23/08/2023 17:26:00, station=2, ph=8.4, DO=3.5, temperature=31.2, salinity=114.8}, earth={time=23/08/2023 17:26:00, station=3, temperature=27.7, moisture=28.3, ph=12.3, salinity=8.2, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
air={time=23/08/2023 12:21:00, station=1, temperature=34.6, moisture=68.1, light=806, total_rainfall=3176.4, rainfall=0, wind_direction=110, pm25=0.8, pm10=1.3, co=6, nox=0, so2=0}, water={time=23/08/2023 12:21:00, station=2, ph=8.4, DO=3.6, temperature=29.9, salinity=114.0}, earth={time=23/08/2023 12:21:00, station=3, temperature=27.9, moisture=28.5, ph=11.9, salinity=8.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 07:34:00, station=1, temperature=29.6, moisture=92.3, light=506, total_rainfall=3176.4, rainfall=0, wind_direction=116, pm25=1.4, pm10=1.9, co=2, nox=0, so2=0}, water={time=23/08/2023 07:34:00, station=2, ph=8.3, DO=3.8, temperature=27.6, salinity=113.7}, earth={time=23/08/2023 07:34:00, station=3, temperature=28.0, moisture=27.1, ph=11.7, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 05:05:00, station=1, temperature=25.8, moisture=99.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=302, pm25=1.0, pm10=3.3, co=1, nox=0, so2=0}, water={time=23/08/2023 05:05:00, station=2, ph=8.4, DO=3.9, temperature=27.7, salinity=113.9}, earth={time=23/08/2023 05:05:00, station=3, temperature=28.1, moisture=27.0, ph=11.8, salinity=7.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 04:59:00, station=1, temperature=25.8, moisture=99.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=181, pm25=1.0, pm10=2.0, co=1, nox=0, so2=0}, water={time=23/08/2023 04:59:00, station=2, ph=8.4, DO=3.9, temperature=27.7, salinity=113.8}, earth={time=23/08/2023 04:59:00, station=3, temperature=28.1, moisture=27.0, ph=11.4, salinity=7.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 03:00:00, station=1, temperature=25.9, moisture=98.7, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=113, pm25=0.5, pm10=0.6, co=2, nox=0, so2=0}, water={time=23/08/2023 03:00:00, station=2, ph=8.4, DO=3.9, temperature=28.0, salinity=114.7}, earth={time=23/08/2023 03:00:00, station=3, temperature=28.1, moisture=27.2, ph=11.5, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=23/08/2023 01:53:00, station=1, temperature=26.3, moisture=97.9, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=107, pm25=0.7, pm10=1.2, co=2, nox=0, so2=0}, water={time=23/08/2023 01:53:00, station=2, ph=8.4, DO=3.8, temperature=28.2, salinity=114.6}, earth={time=23/08/2023 01:53:00, station=3, temperature=28.2, moisture=27.3, ph=11.7, salinity=7.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 15:59:00, station=1, temperature=30.0, moisture=89.2, light=814, total_rainfall=3176.4, rainfall=0, wind_direction=81, pm25=0.8, pm10=0.9, co=3, nox=0, so2=0}, water={time=22/08/2023 15:59:00, station=2, ph=8.4, DO=3.5, temperature=30.0, salinity=114.2}, earth={time=22/08/2023 15:59:00, station=3, temperature=29.6, moisture=28.0, ph=11.0, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 15:58:00, station=1, temperature=30.0, moisture=89.7, light=781, total_rainfall=3176.4, rainfall=0, wind_direction=106, pm25=1.5, pm10=2.8, co=3, nox=0, so2=0}, water={time=22/08/2023 15:58:00, station=2, ph=8.4, DO=3.6, temperature=30.0, salinity=114.1}, earth={time=22/08/2023 15:58:00, station=3, temperature=29.6, moisture=28.0, ph=10.8, salinity=7.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 15:27:00, station=1, temperature=29.3, moisture=93.2, light=588, total_rainfall=3176.4, rainfall=0, wind_direction=116, pm25=1.2, pm10=2.8, co=3, nox=0, so2=0}, water={time=22/08/2023 15:27:00, station=2, ph=8.4, DO=3.5, temperature=30.0, salinity=114.2}, earth={time=22/08/2023 15:27:00, station=3, temperature=29.7, moisture=28.0, ph=11.1, salinity=7.5, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 12:17:00, station=1, temperature=36.3, moisture=66.1, light=1684, total_rainfall=3176.4, rainfall=0, wind_direction=129, pm25=0.7, pm10=1.1, co=6, nox=0, so2=0}, water={time=22/08/2023 12:17:00, station=2, ph=8.4, DO=3.6, temperature=29.6, salinity=114.0}, earth={time=22/08/2023 12:17:00, station=3, temperature=26.2, moisture=28.5, ph=10.2, salinity=7.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 04:47:00, station=1, temperature=25.9, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=113, pm25=1.9, pm10=3.7, co=2, nox=0, so2=0}, water={time=22/08/2023 04:47:00, station=2, ph=8.4, DO=3.8, temperature=27.1, salinity=112.6}, earth={time=22/08/2023 04:47:00, station=3, temperature=28.5, moisture=27.0, ph=10.8, salinity=7.4, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 02:53:00, station=1, temperature=25.9, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=139, pm25=2.5, pm10=7.6, co=2, nox=0, so2=0}, water={time=22/08/2023 02:53:00, station=2, ph=8.4, DO=3.9, temperature=27.2, salinity=113.1}, earth={time=22/08/2023 02:53:00, station=3, temperature=28.2, moisture=27.0, ph=10.4, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 02:21:00, station=1, temperature=25.9, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=118, pm25=2.1, pm10=2.9, co=2, nox=0, so2=0}, water={time=22/08/2023 02:21:00, station=2, ph=8.4, DO=3.9, temperature=27.3, salinity=113.2}, earth={time=22/08/2023 02:21:00, station=3, temperature=28.2, moisture=27.1, ph=10.4, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=22/08/2023 00:28:00, station=1, temperature=26.0, moisture=99.4, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=120, pm25=2.2, pm10=6.3, co=2, nox=0, so2=0}, water={time=22/08/2023 00:28:00, station=2, ph=8.4, DO=3.9, temperature=27.6, salinity=113.7}, earth={time=22/08/2023 00:28:00, station=3, temperature=28.4, moisture=27.1, ph=10.4, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 21:04:00, station=1, temperature=26.4, moisture=97.6, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=177, pm25=1.3, pm10=5.0, co=2, nox=0, so2=0}, water={time=21/08/2023 21:04:00, station=2, ph=8.4, DO=3.9, temperature=28.0, salinity=114.3}, earth={time=21/08/2023 21:04:00, station=3, temperature=28.9, moisture=27.3, ph=9.8, salinity=6.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 17:59:00, station=1, temperature=27.1, moisture=95.7, light=45, total_rainfall=3176.4, rainfall=0, wind_direction=257, pm25=1.3, pm10=2.9, co=2, nox=0, so2=0}, water={time=21/08/2023 17:59:00, station=2, ph=8.4, DO=3.7, temperature=28.7, salinity=115.0}, earth={time=21/08/2023 17:59:00, station=3, temperature=27.4, moisture=28.2, ph=9.4, salinity=6.7, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 17:51:00, station=1, temperature=27.3, moisture=95.2, light=112, total_rainfall=3176.4, rainfall=0, wind_direction=289, pm25=1.3, pm10=3.2, co=2, nox=0, so2=0}, water={time=21/08/2023 17:51:00, station=2, ph=8.4, DO=3.7, temperature=28.7, salinity=114.9}, earth={time=21/08/2023 17:51:00, station=3, temperature=30.0, moisture=27.5, ph=9.8, salinity=6.9, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 17:18:00, station=1, temperature=27.4, moisture=94.8, light=235, total_rainfall=3176.4, rainfall=0, wind_direction=166, pm25=1.4, pm10=3.5, co=2, nox=0, so2=0}, water={time=21/08/2023 17:18:00, station=2, ph=8.4, DO=3.7, temperature=28.8, salinity=115.1}, earth={time=21/08/2023 17:18:00, station=3, temperature=31.2, moisture=27.5, ph=9.5, salinity=6.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=21/08/2023 03:26:00, station=1, temperature=25.2, moisture=98.9, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=200, pm25=1.1, pm10=4.1, co=1, nox=0, so2=0}, water={time=21/08/2023 03:26:00, station=2, ph=8.4, DO=4.0, temperature=26.9, salinity=113.3}, earth={time=21/08/2023 03:26:00, station=3, temperature=26.8, moisture=26.8, ph=12.2, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=21/08/2023 02:43:00, station=1, temperature=25.3, moisture=99.2, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=100, pm25=0.9, pm10=2.8, co=1, nox=0, so2=0}, water={time=21/08/2023 02:43:00, station=2, ph=8.4, DO=4.0, temperature=27.0, salinity=112.9}, earth={time=21/08/2023 02:43:00, station=3, temperature=26.8, moisture=26.8, ph=12.2, salinity=8.1, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 10:43:00, station=1, temperature=33.8, moisture=75.9, light=1113, total_rainfall=3176.4, rainfall=0, wind_direction=191, pm25=0.9, pm10=2.6, co=3, nox=0, so2=0}, water={time=20/08/2023 10:43:00, station=2, ph=8.4, DO=3.8, temperature=27.3, salinity=114.2}, earth={time=20/08/2023 10:43:00, station=3, temperature=27.5, moisture=27.4, ph=11.2, salinity=7.6, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=20/08/2023 06:48:00, station=1, temperature=25.8, moisture=99.8, light=194, total_rainfall=3176.4, rainfall=0, wind_direction=112, pm25=1.3, pm10=4.2, co=1, nox=0, so2=0}, water={time=20/08/2023 06:48:00, station=2, ph=8.4, DO=4.0, temperature=25.6, salinity=114.4}, earth={time=20/08/2023 06:48:00, station=3, temperature=27.8, moisture=26.4, ph=10.3, salinity=7.2, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=19/08/2023 22:39:00, station=1, temperature=25.3, moisture=100.0, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=125, pm25=1.0, pm10=2.3, co=1, nox=0, so2=0}, water={time=19/08/2023 22:39:00, station=2, ph=8.4, DO=4.0, temperature=26.3, salinity=113.1}, earth={time=19/08/2023 22:39:00, station=3, temperature=28.5, moisture=26.5, ph=10.0, salinity=7.0, water_root=0, water_leaf=0, water_level=1, voltage=16.2}
air={time=19/08/2023 15:43:00, station=1, temperature=25.7, moisture=100.0, light=80, total_rainfall=3176.4, rainfall=0, wind_direction=307, pm25=0.8, pm10=5.4, co=1, nox=0, so2=0}, water={time=19/08/2023 15:43:00, station=2, ph=8.4, DO=3.9, temperature=28.4, salinity=114.6}, earth={time=19/08/2023 15:43:00, station=3, temperature=26.5, moisture=27.4, ph=10.1, salinity=7.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 06:30:00, station=1, temperature=26.7, moisture=99.6, light=110, total_rainfall=3176.4, rainfall=0, wind_direction=105, pm25=1.4, pm10=4.9, co=2, nox=0, so2=0}, water={time=19/08/2023 06:30:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=113.8}, earth={time=19/08/2023 06:30:00, station=3, temperature=17.0, moisture=27.8, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 06:17:00, station=1, temperature=26.5, moisture=99.7, light=78, total_rainfall=3176.4, rainfall=0, wind_direction=101, pm25=0.8, pm10=1.1, co=2, nox=0, so2=0}, water={time=19/08/2023 06:17:00, station=2, ph=8.4, DO=3.8, temperature=27.7, salinity=113.4}, earth={time=19/08/2023 06:17:00, station=3, temperature=17.0, moisture=27.8, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 02:27:00, station=1, temperature=26.6, moisture=99.3, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=84, pm25=1.2, pm10=2.7, co=2, nox=0, so2=0}, water={time=19/08/2023 02:27:00, station=2, ph=8.4, DO=3.8, temperature=28.1, salinity=114.4}, earth={time=19/08/2023 02:27:00, station=3, temperature=17.0, moisture=27.9, ph=15.9, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=19/08/2023 00:39:00, station=1, temperature=26.7, moisture=98.5, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=99, pm25=1.8, pm10=3.7, co=2, nox=0, so2=0}, water={time=19/08/2023 00:39:00, station=2, ph=8.4, DO=3.8, temperature=28.4, salinity=114.8}, earth={time=19/08/2023 00:39:00, station=3, temperature=17.0, moisture=27.9, ph=16.0, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 22:28:00, station=1, temperature=26.4, moisture=97.8, light=0, total_rainfall=3176.4, rainfall=0, wind_direction=87, pm25=0.6, pm10=0.8, co=2, nox=0, so2=0}, water={time=18/08/2023 22:28:00, station=2, ph=8.4, DO=3.8, temperature=28.7, salinity=115.1}, earth={time=18/08/2023 22:28:00, station=3, temperature=17.0, moisture=28.0, ph=15.7, salinity=9.8, water_root=0, water_leaf=0, water_level=1, voltage=16.1}
air={time=18/08/2023 16:04:00, station=1, temperature=28.2, moisture=91.1, light=394, total_rainfall=3176.4, rainfall=0, wind_direction=108, pm25=1.1, pm10=1.9, co=2, nox=0, so2=0}, water={time=18/08/2023 16:04:00, station=2, ph=8.4, DO=3.6, temperature=30.0, salinity=115.2}, earth={time=18/08/2023 16:04:00, station=3, temperature=15.7, moisture=28.8, ph=15.9, salinity=10.0, water_root=0, water_leaf=0, water_level=1, voltage=16.0}
